fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,fixed_2,fixed_3,fixed_4,volatile_2,density_2,density_3,citric_2,residual_2,chlorides_2,free_2,total_2,pH_2,sulphates_2,alcohol_2
6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,4,36,216,1296,0.1089,0.991458318,0.987214877,0.1024,166.41,0.002916,36,12769,0.991458318,10.89,0.3136
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,6,60.84,474.552,3701.5056,0.3025,0.993191628,0.989804845,0,2.89,0.0049,49,289,0.993191628,10.6276,0.4096
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,50.41,357.911,2541.1681,0.5625,0.984897456,0.977431934,0.0001,4.84,0.003481,121,324,0.984897456,11.4921,0.16
8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,4,65.61,531.441,4304.6721,0.5329,0.99596408,0.993952233,0,6.25,0.006561,144,576,0.99596408,11.4244,0.2116
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,4,42.25,274.625,1785.0625,0.4489,0.989786214,0.984718509,0,18.49,0.003249,121,400,0.989786214,11.9025,0.3136
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,5,56.25,421.875,3164.0625,0.3721,0.989905604,0.984896681,0.04,2.89,0.005776,1296,3600,0.989905604,9.61,0.16
9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,5,96.04,941.192,9223.6816,0.1369,0.994587344,0.991892012,0.1521,6.25,0.006241,784,4225,0.994587344,9.9856,0.3481
9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,6,81,729,6561,0.16,0.98831434,0.982522818,0.1681,4,0.003364,225,1600,0.98831434,10.3684,0.36
8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5,68.89,571.787,4745.8321,0.3136,0.99660289,0.994908665,0.0484,5.76,0.006724,100,7396,0.99660289,11.3569,0.3844
5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6,34.81,205.379,1211.7361,0.0841,0.994427784,0.991653331,0.0625,179.56,0.004489,5184,25600,0.994427784,11.0889,0.2916
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5,54.76,405.224,2998.6576,0.3025,0.993111903,0.989685666,0.0361,3.24,0.006724,225,1156,0.993111903,12.1801,0.4624
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5,54.76,405.224,2998.6576,0.5476,0.9900648,0.985134278,0.0049,2.89,0.007396,225,2304,0.9900648,9.7344,0.2304
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5,54.76,405.224,2998.6576,0.3025,0.993111903,0.989685666,0.0361,3.24,0.006724,225,1156,0.993111903,12.1801,0.4624
6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,6,47.61,328.509,2266.7121,0.1681,0.98982601,0.984777897,0.1089,4.84,0.006561,484,1296,0.98982601,11.6281,0.5625
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6,50.41,357.911,2541.1681,0.36,0.99030362,0.985490744,0.0001,5.29,0.006241,576,1369,0.99030362,11.56,0.3721
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6,50.41,357.911,2541.1681,0.36,0.99030362,0.985490744,0.0001,5.29,0.006241,576,1369,0.99030362,11.56,0.3721
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5,56.25,421.875,3164.0625,0.3364,0.99261369,0.988941019,0.0196,4.84,0.005929,729,3600,0.99261369,10.7584,0.3481
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,5,50.41,357.911,2541.1681,0.5184,0.992553913,0.988851687,0,3.24,0.015129,36,196,0.992553913,11.9025,0.3364
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5,62.41,493.039,3895.0081,0.4356,0.991398576,0.987125648,0,1.96,0.009216,36,169,0.991398576,11.7649,0.3364
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5,60.84,474.552,3701.5056,0.49,0.992573838,0.988881464,0.0036,3.61,0.006241,400,1225,0.992573838,11.56,0.4761
6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,5,37.21,226.981,1384.5841,0.4096,0.987201216,0.980863385,0.0004,5.76,0.004761,676,2116,0.987201216,12.0409,0.2025
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5,56.25,421.875,3164.0625,0.3481,0.9900051,0.985045175,0.0484,3.24,0.006724,1849,3600,0.9900051,9.61,0.1764
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6,49,343,2401,0.3364,0.992673469,0.989030357,0.0784,23.04,0.007225,144,4761,0.992673469,11.0224,0.49
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6,46.24,314.432,2138.1376,0.4096,0.990781344,0.986203935,0,7.29,0.015129,225,1089,0.990781344,11.8336,0.3969
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6,46.24,314.432,2138.1376,0.4096,0.990781344,0.986203935,0,7.29,0.015129,225,1089,0.990781344,11.8336,0.3969
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5,73.96,636.056,5470.0816,0.403225,0.992653542,0.989000577,0.4624,3.24,0.162409,361,3136,0.992653542,9.1204,1.3225
6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,4,39.69,250.047,1575.2961,1.0404,0.988771697,0.983204912,0,4,0.006889,289,576,0.988771697,12.8881,0.3025
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,5,96.04,941.192,9223.6816,0.2025,0.994527508,0.991802502,0.1444,6.25,0.006561,1156,4356,0.994527508,9.9225,0.3364
8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,4,67.24,551.368,4521.2176,0.6084,0.99560484,0.993414509,0,4.84,0.007921,169,676,0.99560484,11.3569,0.2116
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,6,72.25,614.125,5220.0625,0.1369,0.989149594,0.98376862,0.1024,3.24,0.004356,676,2601,0.989149594,11.4244,0.5184
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,51.84,373.248,2687.3856,0.3249,0.99129901,0.986976946,0.0025,5.29,0.006561,256,1296,0.99129901,11.4244,0.36
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,51.84,373.248,2687.3856,0.3249,0.99129901,0.986976946,0.0025,5.29,0.006561,256,1296,0.99129901,11.4244,0.36
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6,108.16,1124.864,11698.5856,0.1849,0.992016,0.988047936,0.25,5.29,0.004624,169,361,0.992016,9.61,0.7569
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6,47.61,328.509,2266.7121,0.1681,0.993371022,0.990073031,0.0961,4,0.006241,441,2601,0.993371022,12.0409,0.3025
5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,8,30.25,166.375,915.0625,0.2401,0.98168464,0.972653141,0.0009,3.24,0.001936,784,7569,0.98168464,12.25,0.6724
5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,6,25,125,625,0.1444,0.981763906,0.972770948,0.0001,2.56,0.002304,676,3600,0.981763906,13.69,0.5625
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,6,53.29,389.017,2839.8241,0.1936,0.98704225,0.980626475,0.04,2.56,0.002401,576,4096,0.98704225,11.4244,0.3249
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,5,34.81,205.379,1211.7361,0.2116,0.987737823,0.981663235,0,3.61,0.005929,625,1936,0.987737823,12.25,0.2809
7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,5,56.25,421.875,3164.0625,0.3364,0.989905604,0.984896681,0.04,4,0.005329,1156,1936,0.989905604,9.61,0.1849
7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,6,60.84,474.552,3701.5056,0.3364,0.98883136,0.983293904,0.0169,4.41,0.010404,289,1296,0.98883136,10.4976,0.2809
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6,64,512,4096,0.511225,0.993769734,0.990669173,0.0484,5.29,0.005625,169,6561,0.993769734,10.4976,0.2916
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,4,72.25,614.125,5220.0625,0.16,0.991338836,0.987036425,0.16,39.69,0.0025,9,100,0.991338836,10.7584,0.3136
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6,49,343,2401,0.4761,0.99273325,0.989119701,0,3.61,0.012996,9,100,0.99273325,11.2225,0.36
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6,64,512,4096,0.511225,0.993769734,0.990669173,0.0484,5.29,0.005625,169,6561,0.993769734,10.4976,0.2916
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7,96.04,941.192,9223.6816,0.09,0.98962704,0.984480979,0.1521,2.89,0.003844,9,81,0.98962704,9.8596,0.3249
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,50.41,357.911,2541.1681,0.2116,0.99121936,0.986857995,0.04,3.61,0.005929,784,2916,0.99121936,11.3569,0.4096
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,50.41,357.911,2541.1681,0.2116,0.99121936,0.986857995,0.04,3.61,0.005929,784,2916,0.99121936,11.3569,0.4096
7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,6,62.41,493.039,3895.0081,0.585225,0.992394516,0.988613493,0,4,0.007056,81,484,0.992394516,11.0889,0.4624
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6,75.69,658.503,5728.9761,0.3969,0.994687076,0.992041208,0.0784,7.29,0.009216,289,4761,0.994687076,10.6276,0.3969
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5,49,343,2401,0.1764,0.989547458,0.984362229,0.0361,5.29,0.005041,324,1296,0.989547458,11.4921,0.3136
11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,5,127.69,1442.897,16304.7361,0.1369,0.994687076,0.992041208,0.25,3.24,0.0081,400,2209,0.994687076,9.9225,0.3249
7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,6,50.41,357.911,2541.1681,0.0256,0.986605158,0.979975172,0.1936,6.25,0.004624,289,961,0.986605158,11.2225,0.2916
8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,5,64,512,4096,0.36,0.98577098,0.978732575,0.0064,6.76,0.003136,9,49,0.98577098,10.3684,0.1369
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,49,343,2401,0.36,0.99828074,0.997422218,0.09,20.25,0.004624,400,12100,0.99828074,10.89,1.3689
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,49,343,2401,0.36,0.99828074,0.997422218,0.09,20.25,0.004624,400,12100,0.99828074,10.89,1.3689
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,5,57.76,438.976,3336.2176,0.5476,0.990442944,0.985698722,0,3.61,0.01,36,144,0.990442944,11.2896,0.3481
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6,67.24,551.368,4521.2176,0.403225,0.992773104,0.989179266,0.01,4.41,0.005329,625,3600,0.992773104,10.8241,0.5625
5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,6,34.81,205.379,1211.7361,0.156025,0.987280704,0.980981854,0.0169,5.76,0.003136,196,784,0.987280704,13.1044,0.4489
7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,4,56.25,421.875,3164.0625,0.570025,0.993450758,0.99019224,0,3.61,0.007056,36,144,0.993450758,11.1556,0.2401
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6,67.24,551.368,4521.2176,0.403225,0.992773104,0.989179266,0.01,4.41,0.005329,625,3600,0.992773104,10.8241,0.5625
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5,43.56,287.496,1897.4736,0.3969,0.991179536,0.986798523,0,18.49,0.008649,2601,6006.25,0.991179536,10.24,0.2025
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5,43.56,287.496,1897.4736,0.3969,0.991179536,0.986798523,0,18.49,0.008649,2601,6006.25,0.991179536,10.24,0.2025
7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6,51.84,373.248,2687.3856,0.2809,0.986505833,0.979827188,0.0196,4.41,0.004096,225,841,0.986505833,11.2225,0.3721
5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,6,32.49,185.193,1055.6001,0.36,0.983885448,0.975925815,0,1.96,0.003969,121,324,0.983885448,11.9025,0.3136
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3,57.76,438.976,3336.2176,2.4964,0.989547458,0.984362229,0,4.41,0.018769,25,81,0.989547458,12.25,0.16
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,6,27.04,140.608,731.1616,0.416025,0.988910914,0.983412569,0,4.6225,0.0064,225,784,0.988910914,14.2884,0.3721
6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,6,44.89,300.763,2015.1121,0.7396,0.99197616,0.987988416,0.0049,4,0.01,400,3249,0.99197616,12.96,0.5476
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,6,82.81,753.571,6857.4961,0.1369,0.991537978,0.987333857,0.1024,4.41,0.004096,16,225,0.991537978,10.89,0.64
8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,5,64,512,4096,0.0784,0.9900449,0.985104576,0.1936,3.24,0.006561,784,4624,0.9900449,11.2896,0.4356
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5,57.76,438.976,3336.2176,0.6241,0.99102025,0.986560659,0.0441,5.29,0.007569,441,4624,0.99102025,9.7344,0.1936
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5,56.25,421.875,3164.0625,0.3721,0.992255054,0.988405105,0.0676,3.61,0.005329,576,7744,0.992255054,10.89,0.2809
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5,94.09,912.673,8852.9281,0.4761,0.99580441,0.993713221,0.1024,6.25,0.007744,484,8281,0.99580441,10.8241,0.3844
6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,4,46.24,314.432,2138.1376,0.4624,0.990502658,0.985787865,0.0081,15.21,0.004624,225,841,0.990502658,11.6281,0.2704
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5,94.09,912.673,8852.9281,0.4761,0.99580441,0.993713221,0.1024,6.25,0.007744,484,8281,0.99580441,10.8241,0.3844
7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,5,49,343,2401,0.3844,0.992016,0.988047936,0.01,1.96,0.005041,729,3969,0.992016,10.7584,0.3721
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5,56.25,421.875,3164.0625,0.3721,0.992255054,0.988405105,0.0676,3.61,0.005329,576,7744,0.992255054,10.89,0.2809
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,6,42.25,274.625,1785.0625,0.2601,0.98585041,0.978850872,0.0225,9,0.004096,144,729,0.98585041,11.0889,0.3481
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,5,64,512,4096,1.3924,0.990661902,0.986025605,0.0441,3.61,0.006889,196,1681,0.990661902,11.1556,0.2209
7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,6,49,343,2401,0.1296,0.991179536,0.986798523,0.0441,5.29,0.007396,400,4225,0.991179536,11.56,0.2916
7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,6,49,343,2401,0.1296,0.991139714,0.986739053,0.0441,5.76,0.007396,576,4761,0.991139714,11.56,0.2809
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,56.25,421.875,3164.0625,0.3969,0.992334746,0.98852418,0.0729,4,0.006889,289,8281,0.992334746,10.6276,0.3364
5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6,29.16,157.464,850.3056,0.5476,0.985215056,0.977904761,0,1.44,0.001681,256,2116,0.985215056,16.0801,0.3481
9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6,98.01,970.299,9605.9601,0.1936,0.992773104,0.989179266,0.2116,4.84,0.008281,100,1681,0.992773104,10.1124,0.4761
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,56.25,421.875,3164.0625,0.3969,0.992334746,0.98852418,0.0729,4,0.006889,289,8281,0.992334746,10.6276,0.3364
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6,82.81,753.571,6857.4961,0.5776,0.99305211,0.989596289,0.4624,2.89,0.171396,324,4096,0.99305211,8.41,1.7689
9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,5,94.09,912.673,8852.9281,0.4356,0.995924162,0.993892476,0.1156,6.76,0.008836,144,7744,0.995924162,10.6276,0.4356
5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6,25,125,625,0.5476,0.985215056,0.977904761,0,1.44,0.001681,256,2116,0.985215056,16.0801,0.3481
9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,5,82.81,753.571,6857.4961,0.1156,0.987876966,0.981870674,0.1764,3.24,0.003364,81,324,0.987876966,10.1124,0.3025
9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,7,82.81,753.571,6857.4961,0.1296,0.989925503,0.984926379,0.1521,3.24,0.0036,441,3025,0.989925503,10.1124,0.6724
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,44.89,300.763,2015.1121,0.2116,0.98962704,0.984480979,0.0576,2.89,0.005929,324,1156,0.98962704,11.4921,0.36
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,44.89,300.763,2015.1121,0.2116,0.98962704,0.984480979,0.0576,2.89,0.005929,324,1156,0.98962704,11.4921,0.36
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,44.89,300.763,2015.1121,0.2116,0.98962704,0.984480979,0.0576,2.89,0.005929,324,1156,0.98962704,11.4921,0.36
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,44.89,300.763,2015.1121,0.2116,0.98962704,0.984480979,0.0576,2.89,0.005929,324,1156,0.98962704,11.4921,0.36
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,5,42.25,274.625,1785.0625,0.2704,0.99102025,0.986560659,0.0121,3.24,0.005329,169,1444,0.99102025,11.1556,0.2704
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,54.76,405.224,2998.6576,0.36,0.992334746,0.98852418,0.0676,4.41,0.006889,289,8281,0.992334746,10.8241,0.3136
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,54.76,405.224,2998.6576,0.36,0.992334746,0.98852418,0.0676,4.41,0.006889,289,8281,0.992334746,10.8241,0.3136
7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,5,60.84,474.552,3701.5056,0.7569,0.993371022,0.990073031,0.0676,14.44,0.011449,961,4489,0.993371022,10.6276,0.2116
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6,70.56,592.704,4978.7136,0.1521,0.991637556,0.987482595,0.01,2.89,0.005625,36,625,0.991637556,9.5481,0.1849
9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5,82.81,753.571,6857.4961,0.600625,0.99520576,0.992817266,0.0484,4.84,0.006241,144,2304,0.99520576,10.1124,0.2601
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5,51.84,373.248,2687.3856,0.697225,0.992175366,0.988286039,0,4,0.027556,16,121,0.992175366,11.4921,0.2704
6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6,43.56,287.496,1897.4736,0.3364,0.987777577,0.9817225,0.0004,5.76,0.004761,361,1600,0.987777577,11.4244,0.4356
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,36,216,1296,0.25,0.98899047,0.983531243,0,1.96,0.003249,225,676,0.98899047,11.2896,0.2025
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,36,216,1296,0.25,0.98899047,0.983531243,0,1.96,0.003249,225,676,0.98899047,11.2896,0.2025
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,36,216,1296,0.25,0.98899047,0.983531243,0,1.96,0.003249,225,676,0.98899047,11.2896,0.2025
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,56.25,421.875,3164.0625,0.2601,0.990781344,0.986203935,0.0004,2.89,0.007056,169,961,0.990781344,11.2896,0.2916
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,56.25,421.875,3164.0625,0.2601,0.990781344,0.986203935,0.0004,2.89,0.007056,169,961,0.990781344,11.2896,0.2916
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,56.25,421.875,3164.0625,0.2601,0.990781344,0.986203935,0.0004,2.89,0.007056,169,961,0.990781344,11.2896,0.2916
7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,6,57.76,438.976,3336.2176,0.2916,0.991796892,0.987720607,0.0004,2.89,0.007225,289,961,0.991796892,11.3569,0.2601
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,56.25,421.875,3164.0625,0.2601,0.990781344,0.986203935,0.0004,2.89,0.007056,169,961,0.990781344,11.2896,0.2916
11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5,132.25,1520.875,17490.0625,0.1764,0.99704219,0.995566568,0.2304,6.76,0.005929,64,400,0.99704219,9.5481,0.2809
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6,67.24,551.368,4521.2176,0.1936,0.992274977,0.988434873,0.0576,5.29,0.003969,100,784,0.992274977,10.5625,0.2809
6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,5,37.21,226.981,1384.5841,0.3481,0.989467878,0.984243488,0.0001,4.41,0.003136,25,169,0.989467878,12.3904,0.3136
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5,51.84,373.248,2687.3856,0.429025,0.991757057,0.9876611,0.0009,3.24,0.006084,49,144,0.991757057,11.1556,0.1521
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5,51.84,373.248,2687.3856,0.429025,0.991757057,0.9876611,0.0009,3.24,0.006084,49,144,0.991757057,11.1556,0.1521
6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,5,47.61,328.509,2266.7121,0.3249,0.990383232,0.985609585,0,7.84,0.006561,441,1681,0.990383232,11.6281,0.2704
9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,5,81,729,6561,0.36,0.993091972,0.989655873,0.0841,4,0.004761,1024,5329,0.993091972,11.1556,0.3249
7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,6,51.84,373.248,2687.3856,0.3844,0.986684622,0.980093569,0.0001,5.29,0.004225,64,2116,0.986684622,11.0224,0.2601
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,57.76,438.976,3336.2176,0.416025,0.99380961,0.9907288,0.0009,3.61,0.007396,196,3249,0.99380961,11.3569,0.2116
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,57.76,438.976,3336.2176,0.416025,0.99380961,0.9907288,0.0009,3.61,0.007396,196,3249,0.99380961,11.3569,0.2116
7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,5,51.84,373.248,2687.3856,0.3364,0.991378662,0.987095907,0.0009,5.29,0.005929,49,784,0.991378662,11.2225,0.2704
6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,5,37.21,226.981,1384.5841,0.1024,0.98930873,0.984006035,0.0625,3.24,0.007396,25,1024,0.98930873,11.2896,0.1936
6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,5,37.21,226.981,1384.5841,0.1156,0.98930873,0.984006035,0.0625,3.24,0.007056,16,784,0.98930873,11.2896,0.1936
7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,6,53.29,389.017,2839.8241,0.1849,0.99297239,0.989477128,0.0576,6.25,0.006084,729,4489,0.99297239,12.96,0.3481
7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,5,54.76,405.224,2998.6576,0.4096,0.99472697,0.99210089,0.0289,29.16,0.028224,2704,9604,0.99472697,10.7584,0.25
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,6,134.56,1560.896,18106.3936,0.225625,0.994088762,0.991146259,0.16,1.96,0.008281,36,784,0.994088762,9.4249,0.4225
9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,5,84.64,778.688,7163.9296,0.2916,0.99398906,0.990997153,0.0961,5.29,0.012544,121,1444,0.99398906,10.4976,0.3136
8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,5,68.89,571.787,4745.8321,0.7225,0.994487618,0.991742832,0.0196,6.25,0.008649,169,2916,0.994487618,11.2896,0.2916
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,6,134.56,1560.896,18106.3936,0.225625,0.994088762,0.991146259,0.16,1.96,0.008281,36,784,0.994088762,9.4249,0.4225
8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,4,64,512,4096,0.6889,0.99305211,0.989596289,0.0729,4,0.0064,121,3969,0.99305211,10.8241,0.2304
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6,51.84,373.248,2687.3856,0.366025,0.990025,0.985074875,0.0004,3.61,0.009216,100,961,0.990025,11.9716,0.2809
7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,5,60.84,474.552,3701.5056,0.25,0.99420841,0.991325206,0.0081,4.84,0.013225,100,1764,0.99420841,10.1124,0.3844
